,Confidence_interval_deviance_score,one_sided_deviance_score,marginal_deviance_score,correlation_score,methods,elaspsed_time
0,0.01116363636363636,0.713939393939394,0.010917253341495767,2.951780290944899e-06,NUTS,408.81511759757996
1,0.013002020202020197,0.816767676767677,0.007884909703091518,4.7439634819420925e-05,NUTS,255.545654296875
2,0.012961616161616155,0.8830303030303028,0.013861850831547808,1.3578884538133116e-06,NUTS,404.6175389289856
3,0.0060080808080808,0.4216161616161614,0.013371084583205788,6.287114085699202e-07,NUTS,530.17578291893
4,0.0077111111111111096,0.6187878787878783,0.00907458422609938,1.4947307658202345e-06,NUTS,1056.2562594413757
5,0.006284848484848483,0.42222222222222305,0.0071941638608305275,1.2864802312573096e-06,NUTS,509.6971707344055
6,0.010983838383838379,0.6644444444444444,0.013893480257116618,1.9603983702008815e-05,NUTS,363.26004099845886
7,0.006878787878787873,0.5296969696969693,0.011895724926027959,2.1670813636277003e-05,NUTS,294.05285835266113
8,0.008741414141414135,0.5969696969696965,0.01120293847566575,1.4241437316901307e-05,NUTS,626.3230149745941
9,0.009000000000000001,0.5618181818181821,0.013061932455871852,1.3891882137100473e-08,NUTS,1113.780996799469
10,0.006856565656565659,0.4654545454545461,0.00935516784001633,7.37692906269742e-05,NUTS,240.90429425239563
11,0.00887070707070707,0.6579797979797979,0.007556371798796046,8.72317253802169e-05,NUTS,235.38519310951233
12,0.008624242424242428,0.5442424242424242,0.013457810427507395,1.7248223718494398e-05,NUTS,309.5621931552887
13,0.010185858585858583,0.7090909090909091,0.011053974084277118,3.840487672726466e-06,NUTS,488.6327795982361
14,0.00814141414141414,0.6545454545454557,0.009737781858993978,9.18440634616587e-07,NUTS,666.35005402565
15,0.007985858585858575,0.624444444444445,0.008922558922558922,7.371278986220054e-07,NUTS,366.6810176372528
16,0.009430303030303023,0.5961616161616154,0.012421181512090613,3.369855817782465e-05,NUTS,514.0803833007812
17,0.01022626262626262,0.7911111111111112,0.0115131109070503,1.1688496659498886e-07,NUTS,590.3025686740875
18,0.01211919191919191,0.7987878787878785,0.012907866544230172,4.347636586270802e-05,NUTS,229.6119499206543
19,0.007987878787878785,0.48727272727272686,0.017254361799816337,1.1116349314373496e-06,NUTS,1354.3768956661224
20,0.006676767676767669,0.4840404040404038,0.015553514947454347,5.7156019305645845e-08,NUTS,1281.7616868019104
21,0.0140020202020202,0.8674747474747472,0.010601979389858178,6.8006936978184315e-06,NUTS,375.9190320968628
22,0.011321212121212112,0.8181818181818186,0.01294153657790022,4.484938402951588e-07,NUTS,422.00018095970154
23,0.0063030303030303025,0.5258585858585859,0.007282930313233352,2.009325313885561e-05,NUTS,389.79535388946533
24,0.00809494949494949,0.6149494949494952,0.013435363738394041,4.358755361271899e-06,NUTS,385.83042430877686
25,0.0058282828282828205,0.3864646464646461,0.013684317926742181,8.809465971684087e-07,NUTS,425.46318316459656
26,0.00425454545454546,0.30141414141414097,0.010400979491888576,3.491881375828538e-05,NUTS,300.1246967315674
27,0.010167676767676761,0.5812121212121211,0.018429752066115704,1.5546999361067328e-07,NUTS,404.60268568992615
28,0.013735353535353528,0.9731313131313132,0.009211304968880724,3.3137023907205744e-06,NUTS,293.7804846763611
29,0.006953535353535351,0.5604040404040409,0.009178655239261308,7.895865479023587e-07,NUTS,525.4894864559174
30,0.004595959595959589,0.39636363636363614,0.009989796959493926,7.185338906688714e-06,NUTS,403.5590138435364
31,0.010389898989898989,0.6799999999999995,0.012972145699418425,1.560995364033945e-05,NUTS,293.1819214820862
32,0.006048484848484847,0.5058585858585865,0.008181818181818186,0.001175666507173052,NUTS,303.35258316993713
33,0.0069656565656565595,0.6674747474747476,0.024080195898377718,2.7314349102640664e-08,NUTS,862.4083569049835
34,0.01735151515151515,0.9458585858585854,0.014771962044689314,4.567237850793803e-06,NUTS,441.2066466808319
35,0.009230303030303028,0.5571717171717172,0.013105805530047959,1.3908781659285112e-05,NUTS,253.02190041542053
36,0.010024242424242418,0.6785858585858585,0.010477502295684112,3.464177012328911e-06,NUTS,344.3664996623993
37,0.009583838383838375,0.5658585858585862,0.017700234669931647,3.217089448950472e-07,NUTS,899.4882752895355
38,0.0089050505050505,0.7143434343434346,0.01650341801856954,1.0054781087434365e-05,NUTS,394.791232585907
39,0.00531313131313131,0.497575757575758,0.019724517906336093,3.005904429757119e-08,NUTS,583.4528694152832
40,0.009723232323232318,0.6098989898989897,0.018124681154984182,6.849114272017016e-07,NUTS,505.51832389831543
41,0.0063171717171717125,0.4854545454545456,0.019345985103560857,9.231868256048935e-06,NUTS,496.97100830078125
42,0.01013535353535353,0.6375757575757581,0.006797265585144374,5.314667590123203e-06,NUTS,552.8132228851318
43,0.007587878787878778,0.45575757575757603,0.013406795224977047,3.7491326313539345e-06,NUTS,364.24378490448
44,0.011882828282828278,0.6373737373737366,0.023314967860422416,6.534525411979879e-07,NUTS,544.4474039077759
45,0.009961616161616154,0.54989898989899,0.011926334047546172,3.434779011704385e-10,NUTS,1222.7811267375946
46,0.0055858585858585795,0.4581818181818185,0.017261503928170593,3.536768070855528e-07,NUTS,725.723317861557
47,0.00848686868686868,0.5705050505050506,0.010763187429854097,6.637879538325836e-08,NUTS,839.8506848812103
48,0.005585858585858584,0.46767676767676813,0.009723497602285478,5.860354614639042e-07,NUTS,470.3567085266113
49,0.0064303030303030275,0.4268686868686865,0.016341189674523006,2.502619278402519e-07,NUTS,525.4503259658813
50,0.006709090909090905,0.46464646464646486,0.014469952045709623,5.156679999638698e-07,NUTS,894.1838173866272
51,0.004579797979797978,0.38222222222222235,0.023546576879910203,1.6504267060350053e-06,NUTS,588.6501908302307
52,0.007664646464646454,0.5973737373737372,0.026103458830731563,8.428403666116797e-08,NUTS,1187.630808353424
53,0.008424242424242423,0.5521212121212126,0.008784817875726974,6.316909366145604e-05,NUTS,271.83565974235535
54,0.007171717171717161,0.49818181818181817,0.018496071829405165,1.8501974592762363e-07,NUTS,655.9771504402161
55,0.005216161616161618,0.46767676767676725,0.016434037343128247,2.580182858296976e-07,NUTS,540.6146206855774
56,0.008743434343434341,0.703232323232324,0.00849199061320273,1.1074544514041074e-05,NUTS,519.5411334037781
57,0.009755555555555554,0.5569696969696969,0.007324762779308235,2.3996841681326827e-05,NUTS,322.77672123908997
58,0.0067878787878787785,0.5078787878787882,0.017865523926129983,2.9154912129320443e-06,NUTS,277.06968426704407
59,0.005838383838383832,0.3757575757575758,0.014988266503418024,1.5931140587034865e-06,NUTS,917.5144007205963
60,0.012278787878787879,0.6812121212121206,0.009611264156718702,4.737688328398798e-06,NUTS,377.71204352378845
61,0.009448484848484845,0.563232323232323,0.0053576165697377855,3.510746735118066e-06,NUTS,471.5929265022278
62,0.00897979797979797,0.5385858585858584,0.014261810019385777,1.3190967853794408e-06,NUTS,573.9864783287048
63,0.006252525252525258,0.44282828282828274,0.009689827568615441,3.388467098282426e-05,NUTS,374.54298996925354
64,0.005525252525252521,0.38484848484848516,0.014067952249770428,1.8518718827853434e-06,NUTS,525.7750284671783
65,0.00967878787878787,0.6591919191919197,0.014600550964187333,7.467894391995886e-06,NUTS,867.8351564407349
66,0.010648484848484845,0.5844444444444451,0.00784511784511785,2.6547671421530744e-05,NUTS,340.6169023513794
67,0.012349494949494956,0.6769696969696966,0.008985817773696562,2.5133926388013045e-05,NUTS,419.6221134662628
68,0.013543434343434338,0.9014141414141413,0.007938985817773704,2.3104170916165424e-05,NUTS,307.27167296409607
69,0.013644444444444435,0.8783838383838384,0.007436996224875018,3.870625901928143e-06,NUTS,548.1547911167145
70,0.0042484848484848495,0.29757575757575727,0.018731762065095404,4.082911884060476e-08,NUTS,959.1983671188354
71,0.009086868686868681,0.5523232323232315,0.009471482501785537,3.843249726565482e-05,NUTS,377.2404296398163
72,0.010199999999999996,0.6309090909090911,0.006542189572492594,2.2741723832993504e-06,NUTS,335.4845812320709
73,0.006844444444444439,0.49717171717171754,0.012083460871339664,5.014753479559918e-07,NUTS,369.46387815475464
74,0.009060606060606055,0.591313131313131,0.015392306907458426,4.970503865647747e-07,NUTS,938.7697062492371
75,0.009674747474747473,0.6080808080808081,0.012640546882971119,1.0967400419232933e-06,NUTS,819.0344250202179
